8576, 11.3397, 0.86787, 15, 24
18576, 12.4589, 0.878555, 17, 56
28576, 13.0802, 0.88365, 17, 89
38576, 13.5219, 0.887528, 18, 128
48576, 13.8535, 0.889872, 19, 161
58576, 14.1243, 0.891797, 19, 201
68576, 14.352, 0.893347, 19, 240
78576, 14.5527, 0.894901, 19, 281
88576, 14.7254, 0.895998, 20, 321
98576, 14.891, 0.897646, 20, 362
108576, 15.0351, 0.89878, 20, 409
118576, 15.1641, 0.899653, 20, 448
128576, 15.2846, 0.900564, 20, 489
138576, 15.3952, 0.901341, 20, 531
148576, 15.4951, 0.901881, 20, 574
158576, 15.593, 0.902643, 20, 614
168576, 15.6865, 0.903445, 21, 661
178576, 15.7696, 0.903901, 21, 704
188576, 15.8495, 0.904402, 21, 748
198576, 15.925, 0.904864, 21, 790
208576, 15.9975, 0.905335, 21, 836
218576, 16.0654, 0.905718, 21, 879
228576, 16.1307, 0.906101, 21, 925
238576, 16.1927, 0.906441, 21, 968
248576, 16.2529, 0.906802, 21, 1016
258576, 16.3113, 0.907181, 21, 1061
268576, 16.3662, 0.907468, 21, 1106
278576, 16.4195, 0.90777, 22, 1155
288576, 16.4632, 0.907635, 22, 1201
298576, 16.5104, 0.907778, 22, 1254
308576, 16.5584, 0.908042, 22, 1307
318576, 16.6047, 0.90829, 22, 1363
328576, 16.6504, 0.908575, 22, 1397
338576, 16.695, 0.908864, 22, 1445
348576, 16.7379, 0.909117, 22, 1494
358576, 16.7793, 0.909353, 22, 1546
368576, 16.8193, 0.909564, 22, 1597
378576, 16.8579, 0.909753, 22, 1658
388576, 16.8953, 0.909926, 22, 1690
398576, 16.9319, 0.910096, 22, 1740
408576, 16.9681, 0.910295, 22, 1798
418576, 17.0031, 0.910467, 22, 1849
428576, 17.0375, 0.910647, 22, 1901
438576, 17.0708, 0.910808, 22, 1929
448576, 17.1043, 0.911015, 22, 1995
458576, 17.1368, 0.911204, 22, 2052
468576, 17.1696, 0.911438, 22, 2088
478576, 17.2007, 0.911616, 22, 2116
488576, 17.2314, 0.911802, 22, 2199
498576, 17.261, 0.911954, 22, 2210
508576, 17.2978, 0.912519, 22, 2267
518576, 17.3265, 0.91268, 23, 2315
528576, 17.3543, 0.912822, 23, 2380
538576, 17.3825, 0.913005, 23, 2414
548576, 17.4096, 0.913157, 23, 2476
558576, 17.4364, 0.91331, 23, 2540
568576, 17.4624, 0.91345, 23, 2623
578576, 17.4877, 0.913571, 23, 2691
588576, 17.5125, 0.913687, 23, 2734
598576, 17.5372, 0.913817, 23, 2781
608576, 17.5628, 0.91401, 23, 2840
618576, 17.5893, 0.914269, 23, 2896
628576, 17.6126, 0.914383, 23, 2989
638576, 17.6422, 0.914837, 23, 3058
648576, 17.6647, 0.914939, 23, 3107
658576, 17.6871, 0.915054, 23, 3173
668576, 17.7101, 0.915218, 23, 3233
678576, 17.7317, 0.915321, 23, 3252
688576, 17.7533, 0.915434, 23, 3305
698576, 17.7746, 0.915552, 23, 3357
708576, 17.7954, 0.915657, 23, 3412
718576, 17.8157, 0.915749, 23, 3507
728576, 17.836, 0.915854, 23, 3555
738576, 17.8561, 0.915962, 23, 3557
748576, 17.8759, 0.916066, 23, 3525
758576, 17.8948, 0.916137, 23, 3658
768576, 17.9141, 0.916239, 23, 3784
778576, 17.933, 0.91633, 23, 3822
788576, 17.952, 0.91644, 23, 3865
798576, 17.9706, 0.916538, 23, 3933
808576, 17.9886, 0.916613, 23, 3955
818576, 18.0069, 0.91672, 23, 4035
828576, 18.0254, 0.916845, 23, 4011
838576, 18.0431, 0.916937, 23, 4003
848576, 18.0602, 0.917009, 23, 4026
858576, 18.0777, 0.917108, 23, 4005
868576, 18.0962, 0.917273, 23, 4044
878576, 18.1128, 0.917345, 23, 4073
888576, 18.1295, 0.917435, 24, 4163
898576, 18.1452, 0.917479, 24, 4226
908576, 18.1617, 0.91757, 24, 4254
918576, 18.178, 0.917661, 24, 4279
928576, 18.1938, 0.917738, 24, 4339
938576, 18.2069, 0.91768, 24, 4412
948576, 18.2224, 0.917756, 24, 4452
958576, 18.2379, 0.917836, 24, 4513
968576, 18.2531, 0.917907, 24, 4526
978576, 18.2682, 0.917986, 24, 4577
988576, 18.2832, 0.918063, 24, 4640
998576, 18.2981, 0.91814, 24, 4731
1008576, 18.3126, 0.918208, 24, 4751
1018576, 18.3264, 0.918243, 24, 4784
1028576, 18.3403, 0.918288, 24, 4851
1038576, 18.3544, 0.918353, 24, 4889
1048576, 18.3687, 0.918433, 24, 5000
