8576, 16.4738, 1.2608, 35, 0
18576, 18.0285, 1.2713, 38, 2
28576, 18.8736, 1.27502, 40, 3
38576, 19.429, 1.27525, 41, 5
48576, 19.8934, 1.27784, 42, 7
58576, 20.2785, 1.28037, 44, 9
68576, 20.5859, 1.28138, 44, 11
78576, 20.8463, 1.28192, 44, 12
88576, 21.0815, 1.28275, 45, 14
98576, 21.2868, 1.28319, 46, 16
108576, 21.4761, 1.28382, 46, 18
118576, 21.6566, 1.28484, 47, 21
128576, 21.8159, 1.28538, 47, 22
138576, 21.9651, 1.28599, 47, 26
148576, 22.1143, 1.28715, 47, 28
158576, 22.2366, 1.28723, 47, 28
168576, 22.3551, 1.28751, 47, 33
178576, 22.475, 1.28825, 47, 37
188576, 22.5857, 1.28879, 47, 38
198576, 22.6877, 1.28912, 47, 41
208576, 22.7868, 1.28956, 47, 49
218576, 22.8815, 1.28999, 48, 56
228576, 22.9672, 1.29013, 48, 51
238576, 23.0517, 1.29039, 48, 50
248576, 23.1341, 1.29072, 48, 61
258576, 23.218, 1.29131, 48, 62
268576, 23.2946, 1.29164, 48, 59
278576, 23.3666, 1.29185, 48, 62
288576, 23.4365, 1.29208, 48, 74
298576, 23.503, 1.29224, 48, 69
308576, 23.5696, 1.29253, 48, 76
318576, 23.6338, 1.29278, 49, 71
328576, 23.697, 1.29309, 49, 68
338576, 23.758, 1.29337, 49, 75
348576, 23.8181, 1.29368, 49, 85
358576, 23.8785, 1.29409, 49, 78
368576, 23.9337, 1.2943, 49, 104
378576, 23.9866, 1.29446, 49, 183
388576, 24.0402, 1.29472, 49, 106
398576, 24.0918, 1.29495, 49, 122
408576, 24.1385, 1.29497, 49, 129
418576, 24.1847, 1.29502, 49, 121
428576, 24.2342, 1.29531, 49, 125
438576, 24.2783, 1.29536, 49, 122
448576, 24.3208, 1.29538, 49, 133
458576, 24.366, 1.2956, 49, 126
468576, 24.4097, 1.29578, 49, 135
478576, 24.4516, 1.2959, 49, 141
488576, 24.4929, 1.29604, 49, 146
498576, 24.5328, 1.29615, 49, 149
508576, 24.573, 1.29631, 49, 141
518576, 24.6137, 1.29654, 49, 148
528576, 24.6518, 1.29666, 50, 119
538576, 24.6889, 1.29677, 50, 176
548576, 24.7273, 1.29698, 50, 138
558576, 24.7637, 1.29711, 50, 146
568576, 24.7993, 1.29724, 50, 185
578576, 24.8345, 1.29737, 50, 200
588576, 24.8693, 1.29751, 50, 168
598576, 24.9015, 1.29755, 50, 190
608576, 24.9354, 1.2977, 50, 162
618576, 24.9703, 1.29793, 50, 203
628576, 25.0031, 1.29807, 50, 168
638576, 25.0342, 1.29815, 50, 191
648576, 25.0657, 1.29827, 51, 202
658576, 25.0964, 1.29838, 51, 236
668576, 25.1272, 1.29852, 51, 227
678576, 25.1574, 1.29864, 51, 222
688576, 25.1865, 1.29873, 51, 230
698576, 25.2146, 1.29878, 51, 173
708576, 25.2427, 1.29886, 51, 174
718576, 25.2712, 1.29897, 51, 238
728576, 25.2995, 1.29909, 51, 247
738576, 25.3268, 1.29919, 51, 259
748576, 25.355, 1.29934, 51, 266
758576, 25.3811, 1.2994, 51, 265
768576, 25.4068, 1.29946, 51, 262
778576, 25.4333, 1.29957, 51, 263
788576, 25.4601, 1.29972, 51, 271
798576, 25.4851, 1.29979, 51, 261
808576, 25.5109, 1.29992, 51, 297
818576, 25.5346, 1.29995, 51, 285
828576, 25.5594, 1.30005, 51, 288
838576, 25.5822, 1.30007, 51, 285
848576, 25.6062, 1.30016, 51, 298
858576, 25.6288, 1.30019, 51, 296
868576, 25.6518, 1.30026, 51, 304
878576, 25.675, 1.30034, 51, 305
888576, 25.6975, 1.3004, 51, 302
898576, 25.7204, 1.3005, 51, 329
908576, 25.7427, 1.30058, 51, 329
918576, 25.765, 1.30067, 51, 345
928576, 25.7861, 1.30071, 51, 328
938576, 25.8076, 1.30078, 51, 351
948576, 25.83, 1.3009, 51, 355
958576, 25.8514, 1.30099, 51, 346
968576, 25.8722, 1.30106, 51, 366
978576, 25.8931, 1.30114, 52, 377
988576, 25.9144, 1.30125, 52, 371
998576, 25.9342, 1.3013, 52, 389
1008576, 25.955, 1.3014, 52, 400
1018576, 25.9746, 1.30146, 52, 377
1028576, 25.9926, 1.30144, 52, 386
1038576, 26.0124, 1.30152, 52, 406
1048576, 26.0324, 1.30162, 52, 399
