588576, 23.5452, 1.22843, 48.6, 444, 36122, 3606, 3345
598576, 23.6749, 1.23363, 46.4, 453, 36639, 3702, 3473
608576, 23.7167, 1.23428, 48.2, 460, 37714, 3783, 3443
618576, 24.2632, 1.26118, 49.4, 467, 38839, 3842, 3638
628576, 24.5238, 1.27319, 48.2, 475, 39499, 3897, 3588
638576, 24.1973, 1.25476, 47.8, 482, 39909, 3835, 3734
648576, 23.8, 1.23272, 46.2, 491, 39535, 3968, 3796
658576, 23.9446, 1.23879, 47.6, 500, 40892, 4098, 3732
668576, 23.8845, 1.23429, 49.4, 504, 41428, 4077, 3791
678576, 23.854, 1.23136, 46.8, 525, 42309, 4137, 3974
688576, 24.7724, 1.27737, 47, 524, 43888, 4467, 3932
698576, 24.4818, 1.26103, 48.6, 529, 43754, 4289, 4071
708576, 24.8291, 1.27757, 50.6, 536, 44858, 4636, 4190
718576, 24.0686, 1.23715, 47.2, 560, 46600, 4606, 4169
728576, 24.5562, 1.26093, 48.8, 550, 45625, 4548, 4207
738576, 24.4234, 1.25284, 49.6, 557, 46462, 4535, 4217
748576, 24.3233, 1.24647, 48.6, 565, 46763, 4900, 4404
758576, 23.941, 1.22567, 48.2, 573, 47478, 4689, 4475
768576, 24.5321, 1.25472, 48.2, 589, 48096, 4971, 4736
778576, 24.3378, 1.2436, 49.6, 600, 49784, 4924, 4680
788576, 25.2697, 1.29, 50, 600, 50257, 5060, 4580
798576, 24.6702, 1.25823, 48, 606, 50924, 4973, 4618
808576, 24.3659, 1.24157, 48.4, 614, 50976, 4936, 4743
818576, 24.7755, 1.26131, 49.6, 617, 51592, 5346, 4738
828576, 24.0402, 1.22278, 49.2, 624, 50948, 5098, 4760
838576, 24.71, 1.25575, 50.2, 643, 52757, 5486, 4845
848576, 24.52, 1.24501, 47.4, 664, 53096, 5226, 5024
858576, 24.4842, 1.24212, 46.8, 653, 54672, 5426, 5063
868576, 24.6288, 1.2484, 51, 661, 55124, 5564, 5107
878576, 24.8992, 1.26105, 49.4, 668, 56004, 5513, 5122
888576, 24.571, 1.2434, 48.8, 678, 56205, 5657, 5187
898576, 24.6667, 1.24722, 48.6, 682, 57003, 5665, 5372
908576, 24.7069, 1.24825, 48.6, 695, 57772, 5746, 5174
918576, 24.882, 1.25609, 51.8, 700, 58648, 6070, 5485
928576, 25.6156, 1.29211, 51.6, 697, 59490, 5955, 5564
938576, 24.5293, 1.23635, 49, 707, 58579, 5981, 5508
948576, 24.5223, 1.23504, 48, 715, 58787, 5953, 5635
958576, 24.5071, 1.23334, 48.8, 721, 59983, 6144, 5926
968576, 24.4847, 1.23128, 49.2, 732, 60701, 6129, 5665
978576, 24.6665, 1.2395, 50, 736, 61174, 6105, 5553
988576, 24.3156, 1.22097, 48.4, 742, 61719, 6208, 5850
998576, 24.6886, 1.2388, 48.2, 753, 62770, 6127, 5857
1008576, 24.9947, 1.25325, 49.6, 761, 63697, 6211, 5886
1018576, 24.7887, 1.24204, 51.4, 764, 63756, 6390, 5823
1028576, 24.7861, 1.24103, 48.6, 771, 64314, 6318, 6098
1038576, 24.6013, 1.23092, 50.2, 783, 64913, 6487, 6337
1048576, 24.4803, 1.22401, 47, 788, 64985, 6475, 6049
